component_catalog_id,brand_name,part_key,part_name,component_name,canonical_key,component_category,series_name,model_code,official_url,description
263,Sram,component,Component,XX DH TRANSMISSION,xx_dh_transmission,,,https://www.sram.com/en/sram/mountain/series/xx-dh-transmission,https://www.sram.com/en/sram/mountain/series/xx-dh-transmission,"XX DH Transmission | SRAM {{ data.msg }} Your browser does not support all of our website’s functionality. For an improved shopping experience, we recommend that you use the most recent versions of Google Chrome, Safari, or Firefox. Either you have JavaScript disabled or your browser does not support JavaScript. To work properly, this page requires JavaScript to be enabled or to use the most recent versions of Google Chrome, Safari, or Firefox. SRAM Rockshox Truvativ Zipp Quarq TIME Sport Hammerhead Velocio Ochain World Bicycle Relief EN English Change Region Mountain Systems Systems Eagle Transmission Eagle Powertrain Eagle Drivetrain Brakes Ochain Series Series Transmission XX SL Eagle XX Eagle XX DH X0 Eagle GX Eagle Eagle 90 Eagle 70 Eagle 1987 - Limited Edition Drivetrain Eagle S-Seri"
264,Sram,component,Component,XX EAGLE TRANSMISSION,xx_eagle_transmission,,,https://www.sram.com/en/sram/mountain/series/xx-eagle-transmission,https://www.sram.com/en/sram/mountain/series/xx-eagle-transmission,"XX Eagle Transmission | SRAM {{ data.msg }} Your browser does not support all of our website’s functionality. For an improved shopping experience, we recommend that you use the most recent versions of Google Chrome, Safari, or Firefox. Either you have JavaScript disabled or your browser does not support JavaScript. To work properly, this page requires JavaScript to be enabled or to use the most recent versions of Google Chrome, Safari, or Firefox. SRAM Rockshox Truvativ Zipp Quarq TIME Sport Hammerhead Velocio Ochain World Bicycle Relief EN English Change Region Mountain Systems Systems Eagle Transmission Eagle Powertrain Eagle Drivetrain Brakes Ochain Series Series Transmission XX SL Eagle XX Eagle XX DH X0 Eagle GX Eagle Eagle 90 Eagle 70 Eagle 1987 - Limited Edition Drivetrain Eagle S-S"
265,Sram,component,Component,XX SL EAGLE TRANSMISSION,xx_sl_eagle_transmission,,,https://www.sram.com/en/sram/mountain/series/xx-sl-eagle-transmission,https://www.sram.com/en/sram/mountain/series/xx-sl-eagle-transmission,"XX SL Eagle Transmission | SRAM {{ data.msg }} Your browser does not support all of our website’s functionality. For an improved shopping experience, we recommend that you use the most recent versions of Google Chrome, Safari, or Firefox. Either you have JavaScript disabled or your browser does not support JavaScript. To work properly, this page requires JavaScript to be enabled or to use the most recent versions of Google Chrome, Safari, or Firefox. SRAM Rockshox Truvativ Zipp Quarq TIME Sport Hammerhead Velocio Ochain World Bicycle Relief EN English Change Region Mountain Systems Systems Eagle Transmission Eagle Powertrain Eagle Drivetrain Brakes Ochain Series Series Transmission XX SL Eagle XX Eagle XX DH X0 Eagle GX Eagle Eagle 90 Eagle 70 Eagle 1987 - Limited Edition Drivetrain Eagle "
266,Sram,component,Component,XX1 EAGLE,xx1_eagle,,,https://www.sram.com/en/sram/mountain/series/xx1-eagle,https://www.sram.com/en/sram/mountain/series/xx1-eagle,"XX1 Eagle | SRAM {{ data.msg }} Your browser does not support all of our website’s functionality. For an improved shopping experience, we recommend that you use the most recent versions of Google Chrome, Safari, or Firefox. Either you have JavaScript disabled or your browser does not support JavaScript. To work properly, this page requires JavaScript to be enabled or to use the most recent versions of Google Chrome, Safari, or Firefox. SRAM Rockshox Truvativ Zipp Quarq TIME Sport Hammerhead Velocio Ochain World Bicycle Relief EN English Change Region Mountain Systems Systems Eagle Transmission Eagle Powertrain Eagle Drivetrain Brakes Ochain Series Series Transmission XX SL Eagle XX Eagle XX DH X0 Eagle GX Eagle Eagle 90 Eagle 70 Eagle 1987 - Limited Edition Drivetrain Eagle S-Series XX1 Ea"
267,Continental,component,Component,Quickly Sold Out Rating: 4.5 of 5 based on 18 reviews (18) Continental Cross 28 Inner Tube from 4.99€,quickly_sold_out_rating_4_5_of_5_based_on_18_reviews_18_continental_cross_28_inner_tube_from_4_99_components,components,,,https://www.bike-components.de/en/Continental/Cross-28-Inner-Tube-p26277/,
268,Fox-Racing-Shox,fork,Fork,"New Fox Racing Shox 36 Float FIT4 Factory 29"" suspension fork - Workshop Packaging 469.00€",new_fox_racing_shox_36_float_fit4_factory_29_suspension_fork_workshop_packaging_469_00_components,components,,,https://www.bike-components.de/en/Fox-Racing-Shox/36-Float-FIT4-Factory-29-suspension-fork-Workshop-Packaging-p293875/?v=65339-black,
269,Sram,component,Component,SRAM GX Eagle Transmission Upgrade Kit 259.00€,sram_gx_eagle_transmission_upgrade_kit_259_00_components,components,,,https://www.bike-components.de/en/SRAM/GX-Eagle-Transmission-Upgrade-Kit-p172400/,
270,Sram,shifter,Shifter,SRAM Force E1 AXS HRD disc brake with shift/brake lever 210.99€,sram_force_e1_axs_hrd_disc_brake_with_shift_brake_lever_210_99_brakes,brakes,,,https://www.bike-components.de/en/SRAM/Force-E1-AXS-HRD-disc-brake-with-shift-brake-lever-p96641/,
271,Sram,brake,Brake,up to -10 % Rating: 4.5 of 5 based on 21 reviews (21) SRAM HS2 6-Bolt Brake Rotor from 27.99€,up_to_10_rating_4_5_of_5_based_on_21_reviews_21_sram_hs2_6_bolt_brake_rotor_from_27_99_brakes,brakes,,,https://www.bike-components.de/en/SRAM/HS2-6-Bolt-Brake-Rotor-p84482/,
272,Shimano,brake,Brake,up to -23 % Rating: 4 of 5 based on 9 reviews (9) Shimano SM-RT64 Center Lock Brake Rotor for Deore w/ External Teeth from 12.99€,up_to_23_rating_4_of_5_based_on_9_reviews_9_shimano_sm_rt64_center_lock_brake_rotor_for_deore_w_external_teeth_from_12_9,brakes,,,https://www.bike-components.de/en/Shimano/SM-RT64-Center-Lock-Brake-Rotor-for-Deore-w-External-Teeth-p72874/,
273,Trickstuff,brake,Brake,New Trickstuff Direttissima Special Edition Disc Brake Front+Rear Set 919.00€,new_trickstuff_direttissima_special_edition_disc_brake_front_rear_set_919_00_brakes,brakes,,,https://www.bike-components.de/en/Trickstuff/Direttissima-Special-Edition-Disc-Brake-Front-Rear-Set-p250182/,
274,Sram,brake,Brake,SRAM Maven Ultimate Stealth F+R Disc Brake Set 369.00€,sram_maven_ultimate_stealth_f_r_disc_brake_set_369_00_brakes,brakes,,,https://www.bike-components.de/en/SRAM/Maven-Ultimate-Stealth-F-R-Disc-Brake-Set-p93055/,
275,Sram,shifter,Shifter,SRAM Rival E1 AXS HRD disc brake with shift/brake lever 155.99€,sram_rival_e1_axs_hrd_disc_brake_with_shift_brake_lever_155_99_brakes,brakes,,,https://www.bike-components.de/en/SRAM/Rival-E1-AXS-HRD-disc-brake-with-shift-brake-lever-p96662/,
276,Favero,pedal,Pedal,Favero Assioma Pro RS-2 Power Meter Pedals 579.00€,favero_assioma_pro_rs_2_power_meter_pedals_579_00_drivetrain,drivetrain,,,https://www.bike-components.de/en/Favero/Assioma-Pro-RS-2-Power-Meter-Pedals-p217183/,
277,Shimano,chain,Chain,up to -6 % Rating: 5 of 5 based on 24 reviews (24) Shimano Ultegra / XT / E-Bike CN-HG701-11 11-speed Chain from 21.99€,up_to_6_rating_5_of_5_based_on_24_reviews_24_shimano_ultegra_xt_e_bike_cn_hg701_11_11_speed_chain_from_21_99_drivetrain,drivetrain,,,https://www.bike-components.de/en/Shimano/Ultegra-XT-E-Bike-CN-HG701-11-11-speed-Chain-p44481/,
278,Shimano,cassette,Cassette,up to -7 % Rating: 5 of 5 based on 12 reviews (12) Shimano Ultegra CS-R8000 11-Speed Cassette from 42.99€,up_to_7_rating_5_of_5_based_on_12_reviews_12_shimano_ultegra_cs_r8000_11_speed_cassette_from_42_99_drivetrain,drivetrain,,,https://www.bike-components.de/en/Shimano/Ultegra-CS-R8000-11-Speed-Cassette-p58015/,
279,CeramicSpeed,crankset,Crankset,CeramicSpeed BSA Shimano Road Bottom Bracket 234.99€,ceramicspeed_bsa_shimano_road_bottom_bracket_234_99_drivetrain,drivetrain,,,https://www.bike-components.de/en/CeramicSpeed/BSA-Shimano-Road-Bottom-Bracket-p55914/,
280,Shimano,chain,Chain,Back in Stock Rating: 5 of 5 based on 20 reviews (20) Shimano 105 / SLX / E-Bike Quick-Link CN-HG601-11 11-speed Chain from 18.99€,back_in_stock_rating_5_of_5_based_on_20_reviews_20_shimano_105_slx_e_bike_quick_link_cn_hg601_11_11_speed_chain_from_18,drivetrain,,,https://www.bike-components.de/en/Shimano/105-SLX-E-Bike-Quick-Link-CN-HG601-11-11-speed-Chain-p58739/,
281,Shimano,cassette,Cassette,up to -24 % Rating: 5 of 5 based on 26 reviews (26) Shimano CS-HG400-9 9-speed Cassette from 12.99€,up_to_24_rating_5_of_5_based_on_26_reviews_26_shimano_cs_hg400_9_9_speed_cassette_from_12_99_drivetrain,drivetrain,,,https://www.bike-components.de/en/Shimano/CS-HG400-9-9-speed-Cassette-p40155/,
282,Shimano,cassette,Cassette,Quickly Sold Out Rating: 4.5 of 5 based on 3 reviews (3) Shimano Deore CS-M4100-10 10-Speed Cassette from 29.99€,quickly_sold_out_rating_4_5_of_5_based_on_3_reviews_3_shimano_deore_cs_m4100_10_10_speed_cassette_from_29_99_drivetrain,drivetrain,,,https://www.bike-components.de/en/Shimano/Deore-CS-M4100-10-10-Speed-Cassette-p77709/,
283,Zipp,wheel,Wheel,"up to -12 % Zipp 808 Firecrest® Carbon Tubeless Center Lock Disc Wheelset - 2023 Model from 1,260.00€",up_to_12_zipp_808_firecrest_carbon_tubeless_center_lock_disc_wheelset_2023_model_from_1_260_00_wheels,wheels,,,https://www.bike-components.de/en/Zipp/808-Firecrest-Carbon-Tubeless-Center-Lock-Disc-Wheelset-2023-Model-p88173/?v=45523-black,
284,DT-Swiss,wheel,Wheel,"up to -33 % DT Swiss E 1800 SPLINE 30 Center Lock Disc 27.5"" Wheelset from 168.99€",up_to_33_dt_swiss_e_1800_spline_30_center_lock_disc_27_5_wheelset_from_168_99_wheels,wheels,,,https://www.bike-components.de/en/DT-Swiss/E-1800-SPLINE-30-Center-Lock-Disc-27-5-Wheelset-p90517/?v=43677-black,
285,Novatec,wheel,Wheel,"Novatec R5 PRO Disc Center Lock Carbon 28"" wheelset from 489.00€",novatec_r5_pro_disc_center_lock_carbon_28_wheelset_from_489_00_wheels,wheels,,,https://www.bike-components.de/en/Novatec/R5-PRO-Disc-Center-Lock-Carbon-28-wheelset-p221091/?v=61063-black,
286,Shimano,wheel,Wheel,"Shimano WH-RX880-TL Center Lock Disc Carbon 28"" Wheelset from 589.00€",shimano_wh_rx880_tl_center_lock_disc_carbon_28_wheelset_from_589_00_wheels,wheels,,,https://www.bike-components.de/en/Shimano/WH-RX880-TL-Center-Lock-Disc-Carbon-28-Wheelset-p92539/?v=45427-black,
287,Shimano,wheel,Wheel,"-19 % Rating: 5 of 5 based on 1 reviews (1) Shimano WH-RX870-TL GRX Center Lock Disc Carbon 28"" Wheelset instead of 839.50€ 679.00€",19_rating_5_of_5_based_on_1_reviews_1_shimano_wh_rx870_tl_grx_center_lock_disc_carbon_28_wheelset_instead_of_839_50_679,wheels,,,https://www.bike-components.de/en/Shimano/WH-RX870-TL-GRX-Center-Lock-Disc-Carbon-28-Wheelset-p91326/?v=45445-black,
288,Campagnolo,wheel,Wheel,"up to -18 % Campagnolo Bora Ultra WTO 35 C23 Disc Center Lock 28"" Wheelset 2,000.00€",up_to_18_campagnolo_bora_ultra_wto_35_c23_disc_center_lock_28_wheelset_2_000_00_wheels,wheels,,,https://www.bike-components.de/en/Campagnolo/Bora-Ultra-WTO-35-C23-Disc-Center-Lock-28-Wheelset-p94200/?v=24895-black,
289,Mavic,wheel,Wheel,Mavic Cosmic S 42 Center Lock Disc Carbon Wheelset 589.00€,mavic_cosmic_s_42_center_lock_disc_carbon_wheelset_589_00_wheels,wheels,,,https://www.bike-components.de/en/Mavic/Cosmic-S-42-Center-Lock-Disc-Carbon-Wheelset-p92267/?v=45411-black,
290,DT-Swiss,wheel,Wheel,"DT Swiss GRC 1100 DICUT 50 Disc Center Lock 28"" Wheelset from 1,440.00€",dt_swiss_grc_1100_dicut_50_disc_center_lock_28_wheelset_from_1_440_00_wheels,wheels,,,https://www.bike-components.de/en/DT-Swiss/GRC-1100-DICUT-50-Disc-Center-Lock-28-Wheelset-p94742/?v=45373-black,
291,specialized,tyre,Tyre,"New Rating: 5 of 5 based on 12 reviews (12) Specialized Pathfinder TLR 28"" Folding Tire from 27.99€",new_rating_5_of_5_based_on_12_reviews_12_specialized_pathfinder_tlr_28_folding_tire_from_27_99_tyres,tyres,,,https://www.bike-components.de/en/Specialized/Pathfinder-TLR-28-Folding-Tire-p212453/?v=46728-black,
292,Schwalbe,tyre,Tyre,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Billy Bonkers Active 26"" Wired Tyre from 12.99€",back_in_stock_rating_5_of_5_based_on_2_reviews_2_schwalbe_billy_bonkers_active_26_wired_tyre_from_12_99_tyres,tyres,,,https://www.bike-components.de/en/Schwalbe/Billy-Bonkers-Active-26-Wired-Tyre-p86008/?v=15170-black-bronze-skin,
293,Continental,tyre,Tyre,"up to -9 % Rating: 4.5 of 5 based on 24 reviews (24) Continental Ride Tour 28"" Wired Tyre from 11.99€",up_to_9_rating_4_5_of_5_based_on_24_reviews_24_continental_ride_tour_28_wired_tyre_from_11_99_tyres,tyres,,,https://www.bike-components.de/en/Continental/Ride-Tour-28-Wired-Tyre-p50076/?v=15231-black-reflective,
294,Schwalbe,tyre,Tyre,Schwalbe Hans Dampf Evo ADDIX Super Trail 29+ Folding Tire - Workshop Packaging 25.99€,schwalbe_hans_dampf_evo_addix_super_trail_29_folding_tire_workshop_packaging_25_99_tyres,tyres,,,https://www.bike-components.de/en/Schwalbe/Hans-Dampf-Evo-ADDIX-Super-Trail-29-Folding-Tire-Workshop-Packaging-p250672/?v=63842-black,
295,Schwalbe,tyre,Tyre,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe G-One Speed Evolution ADDIX Super Ground 28"" Folding Tyre 2023 Model 33.99€",back_in_stock_rating_5_of_5_based_on_2_reviews_2_schwalbe_g_one_speed_evolution_addix_super_ground_28_folding_tyre_2023,tyres,,,https://www.bike-components.de/en/Schwalbe/G-One-Speed-Evolution-ADDIX-Super-Ground-28-Folding-Tyre-2023-Model-p91005/?v=9161-black,
296,Schwalbe,tyre,Tyre,"Back in Stock Rating: 5 of 5 based on 2 reviews (2) Schwalbe Road Cruiser Plus 28"" Wired Tyre from 10.99€",back_in_stock_rating_5_of_5_based_on_2_reviews_2_schwalbe_road_cruiser_plus_28_wired_tyre_from_10_99_tyres,tyres,,,https://www.bike-components.de/en/Schwalbe/Road-Cruiser-Plus-28-Wired-Tyre-p73709/?v=2787-black-reflective,
297,Small,component,Component,Small Parts,small_parts_cockpit,cockpit,,,https://www.bike-components.de/en/components/power-meters/small-parts/,
298,accessories,component,Component,Panniers,panniers_cockpit,cockpit,,,https://www.bike-components.de/en/accessories/backpacks-bags-panniers/panniers/,
299,tools-maintenance,component,Component,Floor Pumps,floor_pumps_cockpit,cockpit,,,https://www.bike-components.de/en/tools-maintenance/pumps/floor-pumps/,
300,tools-maintenance,component,Component,Mini-pumps,mini_pumps_cockpit,cockpit,,,https://www.bike-components.de/en/tools-maintenance/pumps/mini-pumps/,
301,tools-maintenance,component,Component,Suspension Pumps,suspension_pumps_cockpit,cockpit,,,https://www.bike-components.de/en/tools-maintenance/pumps/suspension-pumps/,
302,apparel,component,Component,Full-Length Pants,full_length_pants_cockpit,cockpit,,,https://www.bike-components.de/en/apparel/pants/full-length-pants/,
303,apparel,component,Component,Chest & Back Protectors,chest_back_protectors_cockpit,cockpit,,,https://www.bike-components.de/en/apparel/protectors/chest-back-protectors/,
304,apparel,component,Component,Elbow & Forearm Pads,elbow_forearm_pads_cockpit,cockpit,,,https://www.bike-components.de/en/apparel/protectors/elbow-forearm-pads/,
305,apparel,component,Component,Knee & Shin Pads,knee_shin_pads_cockpit,cockpit,,,https://www.bike-components.de/en/apparel/protectors/knee-shin-pads/,
306,apparel,component,Component,Protection Pants,protection_pants_cockpit,cockpit,,,https://www.bike-components.de/en/apparel/protectors/protection-pants/,
307,Fizik,handlebar,Handlebar,-8 % Rating: 4.5 of 5 based on 19 reviews (19) Fizik Tempo Microtex Bondcush Soft Handlebar Tape instead of 18.48€ 16.99€,8_rating_4_5_of_5_based_on_19_reviews_19_fizik_tempo_microtex_bondcush_soft_handlebar_tape_instead_of_18_48_16_99_cockpi,cockpit,,,https://www.bike-components.de/en/Fizik/Tempo-Microtex-Bondcush-Soft-Handlebar-Tape-p68792/?v=8770-black,
308,specialized,handlebar,Handlebar,New Rating: 5 of 5 based on 3 reviews (3) Specialized Hover Alloy 15 mm Rise + Flare 31.8 Handlebars from 36.99€,new_rating_5_of_5_based_on_3_reviews_3_specialized_hover_alloy_15_mm_rise_flare_31_8_handlebars_from_36_99_cockpit,cockpit,,,https://www.bike-components.de/en/Specialized/Hover-Alloy-15-mm-Rise-Flare-31-8-Handlebars-p78490/,
309,Black-Inc,handlebar,Handlebar,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Black Inc Aero Carbon Integrated Handlebar Stem Unit with Aerobars from 509.00€,back_in_stock_rating_5_of_5_based_on_1_reviews_1_black_inc_aero_carbon_integrated_handlebar_stem_unit_with_aerobars_from,cockpit,,,https://www.bike-components.de/en/Black-Inc/Aero-Carbon-Integrated-Handlebar-Stem-Unit-with-Aerobars-p90293/,
310,BBB,handlebar,Handlebar,BBB AeroLight BHB-58 Aerobars 45.99€,bbb_aerolight_bhb_58_aerobars_45_99_cockpit,cockpit,,,https://www.bike-components.de/en/BBB/AeroLight-BHB-58-Aerobars-p70488/,
311,specialized,handlebar,Handlebar,Back in Stock Rating: 5 of 5 based on 1 reviews (1) Specialized Roval Rapide Carbon Handlebar Stem Unit 419.00€,back_in_stock_rating_5_of_5_based_on_1_reviews_1_specialized_roval_rapide_carbon_handlebar_stem_unit_419_00_cockpit,cockpit,,,https://www.bike-components.de/en/Specialized/Roval-Rapide-Carbon-Handlebar-Stem-Unit-p93429/,
312,Syncros,handlebar,Handlebar,Syncros XR1.5 Stem from 12.99€,syncros_xr1_5_stem_from_12_99_cockpit,cockpit,,,https://www.bike-components.de/en/Syncros/XR1-5-Stem-p60798/?v=23916-black,
313,specialized,handlebar,Handlebar,New Specialized Future Comp 31.8 Stem from 43.99€,new_specialized_future_comp_31_8_stem_from_43_99_cockpit,cockpit,,,https://www.bike-components.de/en/Specialized/Future-Comp-31-8-Stem-p80018/?v=27473-black,
314,Profile-Design,component,Component,Profile Design UCM Aerobridge 16.99€,profile_design_ucm_aerobridge_16_99_cockpit,cockpit,,,https://www.bike-components.de/en/Profile-Design/UCM-Aerobridge-p43462/,
315,Burgtec,handlebar,Handlebar,Burgtec Ride High Josh Bryceland Signature Alloy 35 50 mm Handlebar 78.99€,burgtec_ride_high_josh_bryceland_signature_alloy_35_50_mm_handlebar_78_99_cockpit,cockpit,,,https://www.bike-components.de/en/Burgtec/Ride-High-Josh-Bryceland-Signature-Alloy-35-50-mm-Handlebar-p212994/,
316,Syncros,handlebar,Handlebar,Syncros RR 2.0 31.8 Stem from 42.99€,syncros_rr_2_0_31_8_stem_from_42_99_cockpit,cockpit,,,https://www.bike-components.de/en/Syncros/RR-2-0-31-8-Stem-p87132/?v=36898-black,
317,PRO,handlebar,Handlebar,Back in Stock PRO PLT 31.8 Stem from 27.99€,back_in_stock_pro_plt_31_8_stem_from_27_99_cockpit,cockpit,,,https://www.bike-components.de/en/PRO/PLT-31-8-Stem-p94954/?v=29076-black,
318,DT-Swiss,wheel,Wheel,"DT Swiss ARC 1100 Dicut 55 review: a polished performer, but look elsewhere for more progressive or better-value options",dt_swiss_arc_1100_dicut_55_review_a_polished_performer_but_look_elsewhere_for_more_progressive_or_better_value_options_w,wheel-sets,,,https://www.bikeradar.com/reviews/reviews/components/wheels/wheel-sets/the-dt-swiss-arc-1100-dicut-55,"Although fast and well-made, the design is conservative and there are better-value buys out there"
319,Garmin,component,Component,Garmin Edge 550's fiddly interface and high asking price stop it being a winner,garmin_edge_550_s_fiddly_interface_and_high_asking_price_stop_it_being_a_winner_cycle_computers,cycle-computers,,,https://www.bikeradar.com/reviews/reviews/training/gps-computers/cycle-computers/garmin-edge-550,"The Garmin Edge 550 has a bright screen that increases readability, but the button-only interface is fiddly to use"
320,Brembo Brakes,handlebar,Handlebar,"Brembo's GR-PRO is braking's worst-kept secret, but deserves your attention",brembo_s_gr_pro_is_braking_s_worst_kept_secret_but_deserves_your_attention_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/reviews/components/brakes/disc-brake-systems/brembo-gr-pro-review,"Brembo has built some of the most adjustable brakes on the market, with buckets of stopping power. But you'll have to dig deep to pay for them"
321,Pademelon,shock,Shock,"Pademelon Steering Damper delivers calmer, more stable handling, but can you justify the price?",pademelon_steering_damper_delivers_calmer_more_stable_handling_but_can_you_justify_the_price_components,components,,,https://www.bikeradar.com/reviews/reviews/components/pademelon-steering-damper-2026,A pricey upgrade for those looking for marginal but meaningful gains
322,Oquo,wheel,Wheel,Oquo's RP50 LTD wheelset is light enough for the road and tough enough for gravel,oquo_s_rp50_ltd_wheelset_is_light_enough_for_the_road_and_tough_enough_for_gravel_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/reviews/components/wheels/wheel-sets/oquo-rp50-ltd-review,A high-grade wheelset with looks to match the superb ride
323,Schmolke,wheel,Wheel,"Schmolke's TLO 50 wheels are the lightest I’ve ever tested – and among the best, too",schmolke_s_tlo_50_wheels_are_the_lightest_i_ve_ever_tested_and_among_the_best_too_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/reviews/components/wheels/wheel-sets/schmolke-tlo-50,Headline-grabbing lightweight wheels that roll brilliantly on the road
324,Microshift,groupset,Groupset,"Forget the big brands, Microshift Advent MX 11-speed is the workhorse drivetrain your ebike needs",forget_the_big_brands_microshift_advent_mx_11_speed_is_the_workhorse_drivetrain_your_ebike_needs_groupsets,groupsets,,,https://www.bikeradar.com/reviews/reviews/components/groupsets/microshift-advent-mx,Advent MX hits a very convincing sweet spot for riders who prioritise reliable gearing over cutting-edge complexity
325,Ekoi,handlebar,Handlebar,"Ekoi’s PW8 is the best clipless pedal system I’ve tried, but there’s a catch",ekoi_s_pw8_is_the_best_clipless_pedal_system_i_ve_tried_but_there_s_a_catch_pedals,pedals,,,https://www.bikeradar.com/reviews/reviews/components/pedals/ekoi-pw8-pedal,"Superb clipless pedal alternative to the category leaders, but it desperately needs more shoe options"
326,Vittoria,tyre,Tyre,"Vittoria’s Rubino V Tubeless tyre is the best Rubino I’ve tried, but it struggles in the wet",vittoria_s_rubino_v_tubeless_tyre_is_the_best_rubino_i_ve_tried_but_it_struggles_in_the_wet_tyres,tyres,,,https://www.bikeradar.com/reviews/reviews/components/tyres/vittoria-rubino-v-tubeless,The latest Vittoria Rubino is an appealing training tyre
327,Lewis,handlebar,Handlebar,"The Lewis LHT Ultimate brakes have tons of power, but I'll be sticking with mainstream brands for two reasons",the_lewis_lht_ultimate_brakes_have_tons_of_power_but_i_ll_be_sticking_with_mainstream_brands_for_two_reasons_disc_brake,disc-brake-systems,,,https://www.bikeradar.com/reviews/reviews/components/brakes/disc-brake-systems/lewis-lht-ultimate-brakes-review,"The Lewis brakes have massive fork-bending power and bling looks, but they're tricky to bleed and the wandering bite point was an issue"
328,Sram,handlebar,Handlebar,SRAM Motive Ultimate Expert brakes provide solid stopping but lack outright power for tougher trails,sram_motive_ultimate_expert_brakes_provide_solid_stopping_but_lack_outright_power_for_tougher_trails_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/reviews/components/brakes/disc-brake-systems/sram-motive-ultimate-expert-brake-kit-review,"Beautifully light lever feel and easy-to-control power make this a great option for cross-country and trail bikes. They lack the punch of the outgoing Codes, though"
329,brompton,motor,Motor,"Boost's Brompton ebike conversion kit is the lightweight, affordable route to an electric Brompton",boost_s_brompton_ebike_conversion_kit_is_the_lightweight_affordable_route_to_an_electric_brompton_electric_bike_motors,electric-bike-motors,,,https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/boost-for-brompton,"The Boost kit is a winner for electrifying your Brompton – it's lighter, cheaper and more practical than rival options"
330,Sram,motor,Motor,SRAM Eagle Powertrain electric bike motor,sram_eagle_powertrain_electric_bike_motor_electric_bike_motors,electric-bike-motors,,,https://www.bikeradar.com/reviews/reviews/components/electric-bike-motors/sram-eagle-powertrain-review,"Powertrain takes the mundanity out of riding, leaving you to focus on the extraordinary. But it’s not perfect"
331,RockShox,fork,Fork,RockShox ZEB Ultimate Charger 3.1 is the enduro fork to beat,rockshox_zeb_ultimate_charger_3_1_is_the_enduro_fork_to_beat_suspension_forks,suspension-forks,,,https://www.bikeradar.com/reviews/reviews/components/forks/suspension-forks/rockshox-zeb-ultimate-charger-3-1-review,"Price, performance, weight and tuneability make the Charger 3.1 ZEB the new long-travel single-crown fork benchmark"
332,Fox,fork,Fork,"Fox Podium Factory offers unrivalled performance, but the price makes me feel dizzy",fox_podium_factory_offers_unrivalled_performance_but_the_price_makes_me_feel_dizzy_suspension_forks,suspension-forks,,,https://www.bikeradar.com/reviews/reviews/components/forks/suspension-forks/fox-podium-factory-review,"Bar the lofty price and weight, it’s impossible to say a bad thing about the Podium’s excellent performance"
333,Cane Creek,fork,Fork,The Cane Creek Invert CS is all the gravel fork you need – just don't mention the price,the_cane_creek_invert_cs_is_all_the_gravel_fork_you_need_just_don_t_mention_the_price_suspension_forks,suspension-forks,,,https://www.bikeradar.com/reviews/reviews/components/forks/suspension-forks/cane-creek-invert-cs,"A lightweight, minimal suspension fork that flows smoothly and maintains stiffness on rough surfaces"
334,Sram,groupset,Groupset,SRAM XX SL Eagle AXS Transmission is equally at home on my enduro bike and my race bike,sram_xx_sl_eagle_axs_transmission_is_equally_at_home_on_my_enduro_bike_and_my_race_bike_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-xx-sl-eagle-axs-transmission,"Excellent shifting and durability, but very expensive"
335,Sram,groupset,Groupset,"SRAM Eagle 90 Transmission is the best mechanical drivetrain yet, but Shimano does one thing better",sram_eagle_90_transmission_is_the_best_mechanical_drivetrain_yet_but_shimano_does_one_thing_better_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-mountain/sram-eagle-90-transmission-review,"Sturdy, reliable shifting for analogue lifers"
336,Sram,groupset,Groupset,New SRAM Rival AXS leaves Shimano 105 Di2 trailing in its wake,new_sram_rival_axs_leaves_shimano_105_di2_trailing_in_its_wake_groupset_road,groupset-road,,,https://www.bikeradar.com/reviews/reviews/components/groupsets/groupset-road/2025-sram-rival-axs-review,New Rival AXS improves every element – it’s now the mid-range groupset to beat
337,Redshift,shock,Shock,"The Redshift Shockstop suspension stem offers excellent comfort and fit options, but adjustment isn't as easy as the competition",the_redshift_shockstop_suspension_stem_offers_excellent_comfort_and_fit_options_but_adjustment_isn_t_as_easy_as_the_comp,stems,,,https://www.bikeradar.com/reviews/reviews/components/handlebars-and-stems/stems/redshift-shockstop-stem-2025-review,The Redshift ShockStop is stiff yet smoothing stem with a wide range of size options
338,USE,handlebar,Handlebar,USE's Vybe GR gravel stem performs best when you're in the drops,use_s_vybe_gr_gravel_stem_performs_best_when_you_re_in_the_drops_stems,stems,,,https://www.bikeradar.com/reviews/reviews/components/handlebars-and-stems/stems/use-vybe-gr-stem-review,"A lightweight, active comfort-providing addition to any gravel bike"
